part1,,danAll,dafeh-Bi_yun_tian-Xi_xiang_ji01-qm,,
part1,,danAll,danbz-Bei_jiu_chan-Chun_gui_men01-qm,,
part1,,danAll,danbz-Kan_dai_wang-Ba_wang_bie_ji01-qm,,
part1,,danAll,daspd-Hai_dao_bing-Gui_fei_zui_jiu02-qm,,
part1,,danAll,daxp-Chun_qiu_ting-Suo_lin_nang01-qm,,
part1,,danAll,daxp-Jiao_Zhang_sheng-Hong_niang01-qm,,
part1,,danAll,daxp-Jiao_Zhang_sheng-Hong_niang04-qm,,
part1,,danAll,daxp-Meng_ting_de-Mu_Gui_ying_gua_shuai02-qm,,
part1,,danAll,daxp-Meng_ting_de-Mu_Gui_ying_gua_shuai04-qm,,
part1,,danAll,daxp-Zhe_cai_shi-Suo_lin_nang01-qm,,
part1,,laosheng,lseh-Tan_Yang_jia-Hong_yang_dong-qm,,
part1,,laosheng,lseh-Wei_guo_jia-Hong_yang_dong02-qm,,
part1,,laosheng,lseh-Wo_ben_shi-Qiong_lin_yan-qm,,
part1,,laosheng,lseh-Yi_lun_ming-Wen_zhao_guan-qm,,
part1,,laosheng,lseh-Zi_na_ri-Hong_yang_dong-qm,,
part1,,laosheng,lsxp-Guo_liao_yi-Wen_zhao_guan02-qm,,
part1,,laosheng,lsxp-Huai_nan_wang-Huai_he_ying02-qm,,
part1,,laosheng,lsxp-Jiang_shen_er-San_jia_dian02-qm,,
part1,,laosheng,lsxp-Qian_bai_wan-Si_lang_tang_mu01-qm,,
part1,,laosheng,lsxp-Quan_qian_sui-Gan_lu_si-qm,,
part1,,laosheng,lsxp-Shi_ye_shuo-Ding_jun_shan-qm,,
part1,,laosheng,lsxp-Wo_ben_shi-Kong_cheng_ji-qm,,
part1,,laosheng,lsxp-Wo_zheng_zai-Kong_cheng_ji04-qm,,
part1,,laosheng,lsxp-Xi_ri_you-Zhu_lian_zhai-qm,,
part1,,danAll,daeh-Yang_Yu_huan-Tai_zhen_wai_zhuan-lon,,
part1,,danAll,daspd-Du_shou_kong-Wang_jiang_ting-upf,,
part1,,danAll,daspd-Hai_dao_bing-Gui_fei_zui_jiu01-lon,,
part1,,danAll,daxp-Guan_Shi_yin-Tian_nv_san_hua-lon,,
part1,,danAll,daxp-Meng_ting_de-Mu_Gui_ying_gua_shuai01-upf,,
part1,,laosheng,lseh-Wei_guo_jia-Hong_yang_dong01-lon,,
part1,,laosheng,lsxp-Huai_nan_wang-Huai_he_ying01-lon,,
part1,,laosheng,lsxp-Jiang_shen_er-San_jia_dian01-1-upf,,
part1,,laosheng,lsxp-Jiang_shen_er-San_jia_dian01-2-upf,,
part1,,laosheng,lsxp-Wo_zheng_zai-Kong_cheng_ji01-upf,,
part2,,20170327LiaoJiaNi,lsxp-Yi_ma_li-Wu_jia_po-nacta,,
part2,,20170327LiaoJiaNi,lseh-Niang_zi_bu-Sou_gu_jiu-nacta,,
part3,20171211SongRuoXuan,daxp_Qing_zao_qi_lai-Mai_shui-dxjky,teacher,,
part3,20171211SongRuoXuan,daxp-Fei_shi_wo-Hua_tian_cuo-dxjky,teacher,,
part3,20171211SongRuoXuan,daxp-Wo_jia_di-Hong_deng_ji-dxjky,teacher,,
part3,20171214SongRuoXuan,daeh-Yang_yu_huan-Tai_zhen_wai_zhuan-nanluo,teacher,,
part3,20171214SongRuoXuan,danbz-Kan_dai_wang-Ba_wang_bie_ji-nanluo,teacher,,
part3,20171214SongRuoXuan,daspd-Hai_dao_bing-Gui_fei_zui_jiu-nanluo,teacher,,
part3,20171214SongRuoXuan,daxp-Quan_jun_wang-Ba_wang_bie_ji-nanluo,teacher,,
part3,20171217TianHao,lseh-Wo_men_shi-Zhi_qu-sizhu,teacher,,
part3,20171217TianHao,lsxp-Jiang_shen_er-San_jia_dian-sizhu,teacher,,
part3,20171217TianHao,lsxp-Lin_xing_he_ma-Hong_deng_ji-sizhu,teacher,,
part3,20171217TianHao,lsxp-Wei_guo_jia-Hong_yang_dong-sizhu,teacher,,
part3,2017121718SongRuoXuan,lsxp-Zhe_yi_feng-Ding_jun_shan-dxjky-sizhu,teacher,,
part3,20171217TianHao,lsxp-Ti_lan_xiao_mai-Hong_deng_ji-sizhu_mentougou,teacher,,
part3,20171211SongRuoXuan,daxp_Qing_zao_qi_lai-Mai_shui-dxjky,student01,,
part3,20171211SongRuoXuan,daxp_Qing_zao_qi_lai-Mai_shui-dxjky,student02_first_half,,
part3,20171211SongRuoXuan,daxp_Qing_zao_qi_lai-Mai_shui-dxjky,student02,,
part3,20171211SongRuoXuan,daxp_Qing_zao_qi_lai-Mai_shui-dxjky,student03,,
part3,20171211SongRuoXuan,daxp_Qing_zao_qi_lai-Mai_shui-dxjky,student04,,
part3,20171211SongRuoXuan,daxp_Qing_zao_qi_lai-Mai_shui-dxjky,student05,,
part3,20171211SongRuoXuan,daxp_Qing_zao_qi_lai-Mai_shui-dxjky,student06,,
part3,20171211SongRuoXuan,daxp-Wo_jia_di-Hong_deng_ji-dxjky,student01,,
part3,20171211SongRuoXuan,daxp-Wo_jia_di-Hong_deng_ji-dxjky,student02,,
part3,20171211SongRuoXuan,daxp-Wo_jia_di-Hong_deng_ji-dxjky,student03,,
part3,20171211SongRuoXuan,daxp-Wo_jia_di-Hong_deng_ji-dxjky,student04,,
part3,20171211SongRuoXuan,daxp-Wo_jia_di-Hong_deng_ji-dxjky,student05,,
part3,20171211SongRuoXuan,daxp-Wo_jia_di-Hong_deng_ji-dxjky,student06,,
part3,20171214SongRuoXuan,danbz-Kan_dai_wang-Ba_wang_bie_ji-nanluo,student_01,,
part3,20171214SongRuoXuan,danbz-Kan_dai_wang-Ba_wang_bie_ji-nanluo,student_02,,
part3,20171214SongRuoXuan,danbz-Kan_dai_wang-Ba_wang_bie_ji-nanluo,student_03,,
part3,20171214SongRuoXuan,daspd-Hai_dao_bing-Gui_fei_zui_jiu-nanluo,student_01,,
part3,20171214SongRuoXuan,daxp-Quan_jun_wang-Ba_wang_bie_ji-nanluo,student_01,,
part3,20171214SongRuoXuan,daxp-Quan_jun_wang-Ba_wang_bie_ji-nanluo,student_03,,
part3,20171217TianHao,lseh-Wo_men_shi-Zhi_qu-sizhu,student_01,,
part3,20171217TianHao,lseh-Wo_men_shi-Zhi_qu-sizhu,student_02,,
part3,20171217TianHao,lsxp-Lin_xing_he_ma-Hong_deng_ji-sizhu,student_01,,
part3,20171217TianHao,lsxp-Lin_xing_he_ma-Hong_deng_ji-sizhu,student_02,,
part3,20171217TianHao,lsxp-Ti_lan_xiao_mai-Hong_deng_ji-sizhu_mentougou,student_01_sizhu,,